gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5006645361	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22683	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.0527	29.9026	30.0						2020-10-25	25	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.847Z		
5006645358	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22689	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.81933	30.480127	30.0						2021-09-28	28	9	2021	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.847Z		
5006645336	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22697	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.344675	30.437182	30.0						2021-07-31	31	7	2021	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.844Z		
5006645332	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22696	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.9731	31.0493	30.0						2020-10-14	14	10	2020	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.844Z		
5006645327	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22694	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.321553	30.532723	30.0						2018-09-02	2	9	2018	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.843Z		
5006645320	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22699	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.122187	30.462649	30.0						2018-09-13	13	9	2018	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.843Z		
5006645272	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22669	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.175	30.3101	30.0						2020-10-20	20	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.839Z		
5006645239	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22671	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.090901	30.902175	30.0						2018-10-22	22	10	2018	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.836Z		
5006645237	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22670	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.163	30.344	30.0						2020-10-20	20	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.835Z		
5006645236	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22675	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.2905	30.3749	30.0						2020-10-30	30	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.835Z		
5006645231	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22674	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.2815	30.3694	30.0						2020-10-30	30	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.835Z		
5006645224	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22679	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.2787	30.3445	30.0						2020-10-30	30	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.834Z		
5006645221	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22678	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.31206	30.46674	30.0						2020-10-28	28	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.833Z		
5006645217	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22677	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.3435	30.4175	30.0						2020-10-25	25	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.833Z		
5006645215	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22676	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canadensis		SPECIES	Populus ×canadensis Moench	Populus ?canadensis Moench		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.2873	30.3501	30.0						2020-10-25	25	10	2020	8190077	8190077	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.833Z		
5006644550	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22761	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.290955	30.386266	30.0						2020-10-30	30	10	2020	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.773Z		
5006644541	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22769	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.1213	30.457	30.0						2019-05-18	18	5	2019	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.772Z		
5006644513	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22770	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.122187	30.462649	30.0						2018-09-13	13	9	2018	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.770Z		
5006644506	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22771	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.9483	31.1844	30.0						2021-05-22	22	5	2021	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.770Z		
5006644445	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22752	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.031836	30.966613	30.0						2014-04-25	25	4	2014	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.766Z		
5006644444	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22751	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.94839	31.18442	50.0						2019-05-12	12	5	2019	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.766Z		
5006644442	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22756	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.321553	30.532723	30.0						2018-09-02	2	9	2018	3040249	3040249	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.766Z		
5006644405	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22721	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba		SPECIES	Populus alba L.	Populus alba L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.122187	30.462649	30.0						2018-09-13	13	9	2018	3040233	3040233	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.762Z		
5006644403	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22727	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus deltoides		SPECIES	Populus deltoides W.Bartram ex Marshall	Populus deltoides W.Bartram ex Marshall		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.141643	30.75184	30.0						2019-10-26	26	10	2019	3040232	3040232	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.762Z		
5006644401	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22725	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus deltoides		SPECIES	Populus deltoides W.Bartram ex Marshall	Populus deltoides W.Bartram ex Marshall		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.1635	30.3478	30.0						2020-10-20	20	10	2020	3040232	3040232	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.763Z		
5006644376	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22733	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra		SPECIES	Populus nigra L.	Populus nigra L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.9685	31.1356	30.0						2018-09-22	22	9	2018	3040227	3040227	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.760Z		
5006644369	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22739	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus nigra		SPECIES	Populus nigra L.	Populus nigra L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.228635	30.65391	30.0						2018-08-07	7	8	2018	3040227	3040227	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.760Z		
5006644349	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22701	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.2556	30.5286	30.0						2019-05-26	26	5	2019	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.756Z		
5006644348	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22700	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.194182	30.601661	30.0						2017-07-23	23	7	2017	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.756Z		
5006644347	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22705	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.355749	30.108658	30.0						2018-07-15	15	7	2018	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.756Z		
5006644346	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22704	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.943255	31.313916	30.0						2021-08-04	4	8	2021	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.756Z		
5006644340	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22706	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus canescens		SPECIES	Populus ×canescens (Aiton) Sm.	Populus ?canescens (Aiton) Sm.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.3718	30.1105	30.0						2018-07-15	15	7	2018	3040185	3040185	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.754Z		
5006644320	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22712	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba		SPECIES	Populus alba L.	Populus alba L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	49.974592	31.079124	30.0						2018-09-22	22	9	2018	3040233	3040233	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.752Z		
5006644316	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22715	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba		SPECIES	Populus alba L.	Populus alba L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.321553	30.532723	30.0						2018-09-02	2	9	2018	3040233	3040233	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.752Z		
5006644315	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22714	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba		SPECIES	Populus alba L.	Populus alba L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.031836	30.966613	30.0						2014-04-25	25	4	2014	3040233	3040233	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.752Z		
5006644314	7bf22723-bd31-4e09-accf-514b8adcebc6	Plantsdatabase.Shynder.O.22713	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba		SPECIES	Populus alba L.	Populus alba L.		UA		Kyivs'ka Oblast'	PRESENT		ca2fd897-6108-4361-91f8-b39dc8d12d13	50.014631	30.996967	30.0						2014-04-25	25	4	2014	3040233	3040233	HUMAN_OBSERVATION							CC_BY_4_0		O. Shynder			2025-01-31T22:21:43.752Z		
4999614489	51ef3ccd-0905-4777-b5b0-529ccab8ca1a	Polissiаkurgans_2023_K2Sn_VP_028	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus tremula		SPECIES	Populus tremula L.	Populus tremula L.		UA	Kurgan 2 (Makariv)	Kyiv Region	PRESENT		adc3d841-aefb-4d7c-9ab1-2156d614b27b	50.451704	29.776935	30.0						2023-09-08	8	9	2023	3040249	3040249	HUMAN_OBSERVATION					Moysiyenko I.;Velychko N.;Skobel N.;Shchepeleva O.		CC_BY_4_0		Moysiyenko I.;Velychko N.;Skobel N.;Shchepeleva O.			2025-01-31T20:35:44.585Z		COORDINATE_ROUNDED
